user_id,total_emails,total_attachments,avg_email_size,max_recipients,total_file_actions,total_to_rem,total_from_rem,total_uses_rem,avg_file_size,total_device_actions,total_logons,anomaly
DBG3727,3510,464,545.7054131054131,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DBH1596,3459,1162,517.0656259034403,6,1281.0,417.0,729.0,1146.0,518.376268540203,765.0,900.0,normal
DBL2605,2096,336,545.3382633587786,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DBR1558,99,61,528.7373737373738,6,5.0,0.0,0.0,0.0,710.8,0.0,275.0,normal
DBR1798,2100,374,533.0014285714286,6,55.0,0.0,0.0,0.0,551.3090909090909,0.0,712.0,normal
DBS0880,237,118,544.7004219409283,6,7.0,0.0,0.0,0.0,572.7142857142857,0.0,712.0,normal
DBS1363,2074,400,546.3736740597878,7,101.0,0.0,0.0,0.0,651.3366336633663,0.0,712.0,normal
DBT0141,2100,477,496.68380952380954,7,2277.0,754.0,1298.0,2052.0,500.8317962231006,1411.0,1286.0,anomaly
DBV2736,2107,567,511.9814902705268,7,39.0,0.0,0.0,0.0,503.97435897435895,0.0,712.0,normal
DBW3679,233,89,534.5236051502146,7,21.0,0.0,0.0,0.0,650.2857142857143,0.0,712.0,normal
DCB0401,4183,1266,562.9576858713842,6,2012.0,637.0,1136.0,1773.0,591.4716699801193,760.0,997.0,normal
DCB3597,1993,320,515.3306573005519,7,0.0,0.0,0.0,0.0,0.0,0.0,458.0,normal
DCC1431,2092,523,521.0650095602294,6,69.0,0.0,0.0,0.0,553.9855072463768,0.0,993.0,normal
DCC2999,4011,1178,548.1191722762403,6,152.0,0.0,0.0,0.0,691.3223684210526,0.0,1048.0,normal
DCC3689,234,78,550.0128205128206,6,2.0,0.0,0.0,0.0,798.0,0.0,768.0,normal
DCF2185,234,48,545.2393162393163,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DCG2203,234,45,532.5,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DCM3288,235,82,534.4,6,13.0,0.0,0.0,0.0,508.0,0.0,712.0,normal
DCM3596,3230,799,504.89164086687305,7,123.0,0.0,0.0,0.0,455.4552845528455,0.0,1607.0,normal
DCR1531,232,57,527.8922413793103,6,48.0,0.0,0.0,0.0,339.9375,0.0,1180.0,normal
DCW0174,4169,472,533.6212520988247,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DCW1901,713,154,555.6143057503506,6,17.0,0.0,0.0,0.0,638.9411764705883,0.0,712.0,normal
DCW2405,2293,511,583.0955080680332,7,121.0,0.0,0.0,0.0,511.02479338842977,0.0,1206.0,normal
DDC0980,700,281,504.07142857142856,6,16.0,0.0,0.0,0.0,610.0,0.0,1239.0,normal
DDF2937,3433,486,517.1197203612002,6,0.0,0.0,0.0,0.0,0.0,0.0,648.0,normal
DDG0528,2073,785,549.8977327544621,7,3225.0,1073.0,1824.0,2897.0,543.6607751937985,1375.0,985.0,anomaly
DDG1703,706,126,514.4773371104816,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DDG1822,2071,246,541.359246740705,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DDH1041,3265,880,545.7154670750383,6,230.0,0.0,0.0,0.0,428.7739130434783,0.0,978.0,normal
DDL3007,4141,1028,562.1989857522337,7,79.0,0.0,0.0,0.0,427.27848101265823,0.0,712.0,normal
DDS3149,2086,259,526.5162991371045,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DDW3361,3535,528,547.7148514851485,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DEF0998,4192,1222,539.1273854961833,6,167.0,0.0,0.0,0.0,723.8922155688623,0.0,993.0,normal
DEL0913,3514,799,570.937108708025,7,91.0,0.0,0.0,0.0,708.9120879120879,0.0,712.0,normal
DEN0236,2103,468,560.7955301949596,7,62.0,0.0,0.0,0.0,569.3870967741935,0.0,712.0,normal
DEP0163,2098,649,551.0862726406101,7,2333.0,661.0,1140.0,1801.0,533.403771967424,730.0,1233.0,normal
DER0400,4233,1348,539.1892274982282,6,141.0,0.0,0.0,0.0,426.6241134751773,0.0,712.0,normal
DER2162,231,132,561.5021645021645,6,160.0,0.0,0.0,0.0,393.51875,0.0,960.0,normal
DEY2638,2091,370,565.8010521281683,6,40.0,0.0,0.0,0.0,625.9,0.0,712.0,normal
DFC2060,2859,435,545.9818118223155,6,227.0,0.0,0.0,0.0,596.079295154185,0.0,1058.0,normal
DFC3287,231,117,547.6190476190476,6,10.0,0.0,0.0,0.0,542.4,0.0,712.0,normal
DFH1681,695,105,517.2359712230216,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DFM2933,692,301,540.8627167630058,6,770.0,248.0,432.0,680.0,576.4441558441558,720.0,1030.0,normal
DFP3615,230,123,524.0130434782609,7,37.0,0.0,0.0,0.0,564.4594594594595,0.0,1113.0,normal
DFW1467,2072,527,568.0173745173745,6,105.0,0.0,0.0,0.0,658.2666666666667,0.0,712.0,normal
DGE3194,2080,293,526.96875,7,0.0,0.0,0.0,0.0,0.0,0.0,514.0,normal
DGG3429,3702,756,520.2809292274446,7,622.0,177.0,120.0,297.0,534.323151125402,263.0,740.0,normal
DGH3295,232,44,559.7198275862069,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DGN3358,3493,961,561.2089894073862,6,56.0,0.0,0.0,0.0,589.2321428571429,0.0,860.0,normal
DGQ3744,703,148,532.4281650071124,7,338.0,120.0,184.0,304.0,545.2337278106509,6110.0,781.0,normal
DGS1079,2079,399,534.6671476671477,6,1363.0,847.0,317.0,1164.0,553.6104181951578,6121.0,989.0,normal
DHB2364,693,134,521.2813852813853,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DHC1989,2075,256,518.0746987951808,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DHG0533,2027,699,547.9422792303898,6,1604.0,492.0,936.0,1428.0,525.0056109725685,687.0,1095.0,normal
DHG0962,3680,1055,514.2315217391305,7,1325.0,411.0,742.0,1153.0,518.3366037735849,1406.0,1040.0,normal
DHG1830,2111,604,520.5390810042634,7,1051.0,314.0,364.0,678.0,554.8981921979067,6155.0,1167.0,normal
DHK0367,2299,489,546.5324053936495,6,463.0,0.0,0.0,0.0,611.8833693304535,0.0,746.0,normal
DHL2219,234,104,548.2948717948718,6,2376.0,788.0,1369.0,2157.0,534.1750841750842,2128.0,989.0,normal
DHM1476,2104,495,583.3716730038022,6,80.0,0.0,0.0,0.0,753.55,0.0,712.0,normal
DHR2541,697,263,541.2539454806313,7,42.0,0.0,0.0,0.0,558.7380952380952,0.0,987.0,normal
DHS2419,3344,999,563.6707535885167,6,102.0,0.0,0.0,0.0,556.5784313725491,0.0,1357.0,normal
DIA0731,699,113,544.5150214592275,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DIP3310,231,106,529.3419913419914,6,23.0,0.0,0.0,0.0,838.4347826086956,0.0,993.0,normal
DIR3921,237,98,541.4008438818565,6,13.0,0.0,0.0,0.0,291.46153846153845,0.0,712.0,normal
DIW1749,3258,1026,520.3182934315531,7,202.0,0.0,0.0,0.0,493.41584158415844,0.0,712.0,normal
DJA0740,2574,744,517.6293706293707,7,2289.0,760.0,1294.0,2054.0,510.81957186544344,1702.0,1312.0,normal
DJB1236,1634,426,553.0844553243574,6,618.0,172.0,374.0,546.0,579.710355987055,3236.0,551.0,normal
DJB2983,672,186,545.2738095238095,6,14.0,0.0,0.0,0.0,657.3571428571429,0.0,460.0,normal
DJC0073,3219,582,533.4703324013669,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DJF0760,2079,604,543.1351611351612,7,25.0,0.0,0.0,0.0,519.56,0.0,712.0,normal
DJF2329,3520,885,550.2019886363636,6,673.0,203.0,340.0,543.0,610.5542347696879,713.0,1178.0,normal
DJF2576,2087,415,550.8936272160996,7,29.0,0.0,0.0,0.0,606.0,0.0,712.0,normal
DJF3394,703,281,568.5035561877667,6,859.0,139.0,331.0,470.0,519.161816065192,270.0,989.0,normal
DJH0971,696,220,526.0431034482758,7,34.0,0.0,0.0,0.0,460.8529411764706,0.0,1251.0,normal
DJH1506,232,48,532.8362068965517,6,19.0,0.0,0.0,0.0,526.578947368421,0.0,1097.0,normal
DJP2420,2539,539,540.8968097676251,6,42.0,0.0,0.0,0.0,637.3333333333334,0.0,372.0,normal
DJP3230,2095,346,561.7393794749403,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DJR2389,4258,656,553.4140441521841,7,13.0,0.0,0.0,0.0,736.7692307692307,0.0,712.0,normal
DJS1127,2569,748,538.9256520046711,6,7654.0,1763.0,4411.0,6174.0,536.5892343872486,935.0,1405.0,anomaly
DJS1271,2096,456,527.9169847328244,6,53.0,0.0,0.0,0.0,590.8490566037735,0.0,983.0,normal
DKB0260,2090,341,528.277033492823,6,18.0,0.0,0.0,0.0,678.6666666666666,0.0,922.0,normal
DKD2409,3009,768,538.052509139249,6,544.0,150.0,283.0,433.0,538.6231617647059,1275.0,616.0,normal
DKE0797,2117,411,545.3651393481341,7,29.0,0.0,0.0,0.0,641.1379310344828,0.0,712.0,normal
DKF2721,2088,468,532.4904214559386,6,36.0,0.0,0.0,0.0,498.97222222222223,0.0,712.0,normal
DKM2980,699,192,528.0872675250357,7,9.0,0.0,0.0,0.0,490.55555555555554,0.0,712.0,normal
DKP0671,2098,641,537.7807435653003,7,214.0,0.0,0.0,0.0,584.3598130841121,0.0,986.0,normal
DKR0027,2594,194,571.0824980724749,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DKR0860,247,122,588.165991902834,6,37.0,0.0,0.0,0.0,623.5135135135135,0.0,862.0,normal
DKS1509,230,46,528.3,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DKW1659,3501,963,608.3179091688089,6,282.0,0.0,0.0,0.0,551.8049645390071,0.0,712.0,normal
DLC2903,3480,522,523.9043103448275,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DLG2673,2081,348,548.449303219606,7,13.0,0.0,0.0,0.0,774.6153846153846,0.0,712.0,normal
DLM0608,694,156,539.700288184438,7,19.0,0.0,0.0,0.0,502.63157894736844,0.0,712.0,normal
DLM1680,693,278,544.5670995670996,6,2654.0,747.0,1427.0,2174.0,517.5444611906556,2127.0,1283.0,normal
DLM2440,2535,536,546.8011834319526,6,2713.0,909.0,1485.0,2394.0,569.9531883523774,1970.0,3089.0,anomaly
DLM2826,233,99,579.3090128755365,6,10.0,0.0,0.0,0.0,491.0,0.0,987.0,normal
DLP1445,2099,288,497.60505002382087,7,18.0,0.0,0.0,0.0,403.05555555555554,0.0,712.0,normal
DLR1423,2131,363,533.4744251525105,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DLW2729,2105,532,534.1942992874109,7,80.0,0.0,0.0,0.0,451.1875,0.0,666.0,normal
DMA3455,688,188,539.9331395348837,6,28.0,0.0,0.0,0.0,663.75,0.0,712.0,normal
DMB1429,2090,603,530.3492822966507,6,2102.0,696.0,1177.0,1873.0,559.0038058991437,2102.0,1227.0,normal
DMB2533,2059,344,579.4696454589607,7,0.0,0.0,0.0,0.0,0.0,0.0,711.0,normal
DMC1438,2091,623,544.5758010521282,7,75.0,0.0,0.0,0.0,685.5333333333333,0.0,712.0,normal
DMC1766,2560,499,537.54921875,18,56.0,0.0,0.0,0.0,540.4464285714286,0.0,2822.0,normal
DMD0486,695,219,534.1510791366907,6,16.0,0.0,0.0,0.0,566.875,0.0,712.0,normal
DMG1298,2099,272,516.4683182467842,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DMH0011,8406,2417,540.717463716393,7,1378.0,0.0,0.0,0.0,468.6857764876633,0.0,954.0,normal
DMH1232,2323,675,529.2432199741713,7,799.0,72.0,73.0,145.0,572.4893617021277,264.0,1030.0,normal
DMJ1815,2075,392,556.929156626506,6,37.0,0.0,0.0,0.0,480.6216216216216,0.0,712.0,normal
DMM2063,1397,186,543.782390837509,7,0.0,0.0,0.0,0.0,0.0,0.0,314.0,normal
DMR0336,236,56,566.7415254237288,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DMR2518,2121,370,572.021216407355,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DMS1977,2091,760,568.1205164992826,6,77.0,0.0,0.0,0.0,674.0,0.0,814.0,normal
DMS3400,695,207,554.7798561151079,6,15.0,0.0,0.0,0.0,764.6666666666666,0.0,992.0,normal
DMW2128,2092,598,543.9316443594646,7,1654.0,529.0,944.0,1473.0,540.1807738814994,795.0,1033.0,normal
DNB1999,2116,283,521.1672967863894,7,318.0,0.0,0.0,0.0,317.1509433962264,0.0,1116.0,normal
DNB2574,2110,339,546.6800947867299,7,36.0,0.0,0.0,0.0,633.3333333333334,0.0,872.0,normal
DNB3545,971,246,525.745623069001,6,47.0,0.0,0.0,0.0,491.8936170212766,0.0,307.0,normal
DND3309,234,71,544.9145299145299,6,10.0,0.0,0.0,0.0,644.5,0.0,712.0,normal
DNH0308,232,106,576.8965517241379,6,6.0,0.0,0.0,0.0,232.16666666666666,0.0,712.0,normal
DNM0275,2146,472,574.1780055917988,6,9165.0,3090.0,5208.0,8298.0,560.0195308237861,6458.0,906.0,anomaly
DNM2823,228,114,528.811403508772,7,3.0,0.0,0.0,0.0,545.0,0.0,993.0,normal
DNM3903,2090,450,516.6602870813397,6,54.0,0.0,0.0,0.0,629.6111111111111,0.0,712.0,normal
DNN0488,2097,355,540.8822126847878,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DNS1758,2979,817,557.2114803625377,18,63.0,0.0,0.0,0.0,487.87301587301585,0.0,4104.0,normal
DNS1768,2533,403,547.7244374259772,18,100.0,0.0,0.0,0.0,546.32,0.0,3193.0,normal
DNV1964,2352,485,576.8371598639455,7,47.0,0.0,0.0,0.0,603.2978723404256,0.0,868.0,normal
DOB2696,2097,478,552.4601812112542,6,53.0,0.0,0.0,0.0,563.7169811320755,0.0,712.0,normal
DOC1734,704,182,551.0838068181819,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DOM0586,429,81,539.990675990676,6,160.0,51.0,85.0,136.0,472.35625,863.0,100.0,normal
DOS1990,2081,643,520.1768380586257,7,1623.0,498.0,914.0,1412.0,488.41035120147876,747.0,1184.0,normal
DOT1898,2333,463,562.6695242177454,7,7805.0,3111.0,3989.0,7100.0,543.1040358744394,4861.0,562.0,anomaly
DOW1266,2105,329,535.2722090261283,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DPC3722,3424,975,554.1086448598131,7,134.0,0.0,0.0,0.0,428.4925373134328,0.0,993.0,normal
DPF3215,2064,451,541.999515503876,6,47.0,0.0,0.0,0.0,467.40425531914894,0.0,987.0,normal
DPF3360,507,80,551.3846153846154,6,0.0,0.0,0.0,0.0,0.0,0.0,70.0,normal
DPM2971,94,36,546.7340425531914,6,25.0,0.0,0.0,0.0,438.48,0.0,127.0,normal
DQS0752,2098,294,526.2407054337464,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DRB0202,2564,776,533.923166926677,6,89.0,0.0,0.0,0.0,676.0674157303371,0.0,1245.0,normal
DRB0756,2120,267,522.4150943396227,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DRB1780,2098,312,513.1982840800763,7,0.0,0.0,0.0,0.0,0.0,0.0,711.0,normal
DRC2296,691,247,520.5224312590449,6,1429.0,425.0,867.0,1292.0,561.8012596221133,6130.0,1059.0,normal
DRD0097,4165,1067,549.7166866746699,7,85.0,0.0,0.0,0.0,542.6235294117647,0.0,712.0,normal
DRF1498,278,153,531.1726618705036,6,1.0,0.0,0.0,0.0,574.0,0.0,1398.0,normal
DRF3306,235,78,545.268085106383,5,1.0,0.0,0.0,0.0,623.0,0.0,712.0,normal
DRF3992,224,96,552.5803571428571,6,11.0,0.0,0.0,0.0,604.3636363636364,0.0,712.0,normal
DRH3557,2098,611,575.9137273593899,7,415.0,0.0,0.0,0.0,378.99277108433733,0.0,1263.0,normal
DRJ0794,2094,377,529.5463228271251,7,118.0,0.0,0.0,0.0,698.1949152542373,0.0,712.0,normal
DRK3644,233,95,573.4892703862661,6,7.0,0.0,0.0,0.0,438.85714285714283,0.0,494.0,normal
DRM2927,690,88,542.7507246376812,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DRN0782,2093,246,512.4868609651219,6,0.0,0.0,0.0,0.0,0.0,0.0,726.0,normal
DRS0032,2107,419,573.3369719981016,6,36.0,0.0,0.0,0.0,555.4722222222222,0.0,712.0,normal
DRW1207,2089,487,535.1728099569171,6,1.0,0.0,0.0,0.0,450.0,0.0,986.0,normal
DSA3620,232,107,532.2112068965517,6,843.0,264.0,493.0,757.0,504.58600237247924,743.0,1188.0,normal
DSB0245,2547,721,545.649784059678,6,42.0,0.0,0.0,0.0,575.2619047619048,0.0,838.0,normal
DSB0307,232,40,576.8879310344828,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DSB2463,2097,439,549.6871721506915,7,56.0,0.0,0.0,0.0,709.0357142857143,0.0,712.0,normal
DSB2734,2091,604,526.5050215208034,6,52.0,0.0,0.0,0.0,457.2307692307692,0.0,712.0,normal
DSC2208,235,46,567.5021276595745,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DSD1293,2093,505,554.0965121834687,6,67.0,0.0,0.0,0.0,556.9850746268656,0.0,712.0,normal
DSF2557,2095,445,519.6730310262529,6,46.0,0.0,0.0,0.0,479.2826086956522,0.0,712.0,normal
DSJ1384,2036,725,508.610510805501,6,133.0,0.0,0.0,0.0,625.0075187969925,0.0,992.0,normal
DSM1286,2340,840,548.2042735042735,6,2993.0,1023.0,1727.0,2750.0,593.1807550952221,287.0,1233.0,normal
DSM2400,695,142,531.3611510791367,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DSM3954,230,68,558.395652173913,6,10.0,0.0,0.0,0.0,487.1,0.0,712.0,normal
DSN3186,2087,456,529.1399137517968,7,92.0,0.0,0.0,0.0,721.2391304347826,0.0,984.0,normal
DSR3787,3500,565,542.6174285714286,6,73.0,0.0,0.0,0.0,273.52054794520546,0.0,858.0,normal
DTA2223,228,115,554.8070175438596,7,1627.0,542.0,947.0,1489.0,601.140135218193,1454.0,1002.0,normal
DTC2566,2095,586,513.9603818615752,6,55.0,0.0,0.0,0.0,616.7272727272727,0.0,906.0,normal
DTG1294,2093,481,524.9010989010989,6,1465.0,485.0,842.0,1327.0,540.103071672355,6143.0,1224.0,normal
DTH1333,2098,600,533.5367016205911,7,2079.0,684.0,1174.0,1858.0,561.4978354978355,191.0,932.0,normal
DTL2891,3199,595,522.6236323851203,7,670.0,203.0,374.0,577.0,520.6955223880597,5561.0,1270.0,normal
DTT1716,3278,832,554.0305064063454,7,86.0,0.0,0.0,0.0,582.9651162790698,0.0,712.0,normal
DTU3804,816,123,525.8075980392157,6,101.0,0.0,0.0,0.0,499.33663366336634,0.0,1147.0,normal
DTW1276,2109,446,529.4224751066856,6,62.0,0.0,0.0,0.0,582.0,0.0,712.0,normal
DTW3549,2101,431,533.6968110423608,6,24.0,0.0,0.0,0.0,380.4166666666667,0.0,712.0,normal
DWB0238,2238,388,515.1121537086684,6,33.0,0.0,0.0,0.0,475.6363636363636,0.0,814.0,normal
DWB0865,237,52,543.7637130801688,6,0.0,0.0,0.0,0.0,0.0,0.0,711.0,normal
DWB3085,2104,659,559.9153992395437,6,2190.0,706.0,1260.0,1966.0,483.32602739726025,712.0,1233.0,normal
DWB3415,3531,643,530.1438685924667,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DWC2994,3260,521,562.1021472392638,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
DWD2621,2110,539,517.8023696682465,6,1809.0,585.0,1050.0,1635.0,505.20840243228304,1372.0,712.0,normal
DWF2268,3495,757,545.6157367668097,7,381.0,0.0,0.0,0.0,616.8556430446195,0.0,712.0,normal
DWK2099,2357,470,581.7764106915571,7,20.0,0.0,0.0,0.0,800.6,0.0,991.0,normal
DWY3973,235,135,544.6340425531915,5,40.0,0.0,0.0,0.0,386.55,0.0,712.0,normal
DXM2433,2506,361,572.975259377494,6,0.0,0.0,0.0,0.0,0.0,0.0,2906.0,normal
DYH0315,2096,426,538.4284351145038,6,17.0,0.0,0.0,0.0,618.5882352941177,0.0,712.0,normal
DZG0889,231,130,523.3290043290043,6,129.0,0.0,0.0,0.0,450.4186046511628,0.0,1284.0,normal
DZW0126,2094,433,543.1007640878701,7,47.0,0.0,0.0,0.0,654.1276595744681,0.0,712.0,normal
EAB2522,2119,641,585.1977347805569,7,45.0,0.0,0.0,0.0,673.4666666666667,0.0,712.0,normal
EAH1653,3511,592,619.1407006550841,6,38.0,0.0,0.0,0.0,556.5526315789474,0.0,1038.0,normal
EAH2882,3481,1023,507.91640333237575,7,122.0,0.0,0.0,0.0,364.8114754098361,0.0,711.0,normal
EAH3107,2086,311,545.5373921380633,6,226.0,0.0,0.0,0.0,496.929203539823,0.0,712.0,normal
EAH3550,2068,454,526.713249516441,6,62.0,0.0,0.0,0.0,548.8225806451613,0.0,712.0,normal
EAL3873,2704,826,513.4341715976332,6,51.0,0.0,0.0,0.0,544.6274509803922,0.0,1237.0,normal
EAM1432,2078,641,531.9658325312801,6,87.0,0.0,0.0,0.0,687.1149425287356,0.0,988.0,normal
EAM3642,234,51,573.8290598290598,5,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
EAP1555,233,54,558.9141630901288,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
EBC3242,2094,498,561.0639923591212,6,20.0,0.0,0.0,0.0,571.2,0.0,712.0,normal
EBD2562,2066,611,501.63117134559536,6,1235.0,396.0,698.0,1094.0,487.59676113360325,780.0,1172.0,normal
EBH1882,2118,638,523.634088762984,7,29.0,0.0,0.0,0.0,552.3448275862069,0.0,712.0,normal
EBS2201,226,124,530.6681415929204,6,181.0,0.0,0.0,0.0,693.3259668508288,0.0,1236.0,normal
ECA0976,695,137,526.8129496402878,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
ECA1221,2091,221,513.324725011956,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
ECB1341,2089,381,534.3853518429871,7,20.0,0.0,0.0,0.0,510.55,0.0,712.0,normal
ECB1683,704,238,524.4616477272727,6,403.0,129.0,224.0,353.0,547.3200992555832,6134.0,922.0,normal
ECM3591,2085,311,529.4868105515587,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
ECS3353,3516,995,553.8364618885097,6,2473.0,813.0,1387.0,2200.0,521.8099474322685,2115.0,958.0,anomaly
EDF2361,704,265,539.5269886363636,7,551.0,170.0,314.0,484.0,510.6914700544465,1460.0,1099.0,normal
EDJ1970,3074,1189,575.0793754066364,6,307.0,0.0,0.0,0.0,442.98371335504885,0.0,1310.0,normal
EDP1880,2085,434,529.768345323741,7,19.0,0.0,0.0,0.0,557.4736842105264,0.0,712.0,normal
EDV1427,2328,662,534.6743986254296,6,639.0,0.0,0.0,0.0,533.4788732394367,0.0,712.0,normal
EEC3193,2073,571,541.178002894356,7,1701.0,559.0,961.0,1520.0,547.6396237507348,1425.0,1043.0,normal
EEH0965,3505,796,537.7523537803138,7,155.0,0.0,0.0,0.0,645.9677419354839,0.0,1001.0,normal
EFC1153,2091,592,548.8694404591105,7,58.0,0.0,0.0,0.0,633.0172413793103,0.0,712.0,normal
EFJ1685,695,118,535.9942446043166,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
EGB3624,231,122,534.8354978354978,6,7.0,0.0,0.0,0.0,221.71428571428572,0.0,712.0,normal
EGC0931,705,301,550.3560283687943,6,598.0,82.0,158.0,240.0,524.9297658862877,768.0,1201.0,normal
EGD3972,233,80,538.1845493562232,7,5505.0,1864.0,3130.0,4994.0,569.1789282470481,3917.0,729.0,anomaly
EGG3374,3531,671,546.4627584253752,6,36.0,0.0,0.0,0.0,531.9166666666666,0.0,712.0,normal
EGP2104,2087,615,539.3622424532822,6,33.0,0.0,0.0,0.0,624.5454545454545,0.0,712.0,normal
EHB0942,696,129,558.2097701149426,7,81.0,0.0,0.0,0.0,752.4197530864197,0.0,746.0,normal
EHD0024,2516,329,602.4054054054054,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
EHD1744,1313,249,506.23686214775324,6,81.0,26.0,46.0,72.0,557.8641975308642,225.0,274.0,normal
EHV1237,2080,280,546.0451923076923,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
EHW2450,2078,543,525.6958614051973,6,45.0,0.0,0.0,0.0,567.4666666666667,0.0,712.0,normal
EID1076,2047,382,538.6565705911089,6,41.0,0.0,0.0,0.0,697.4878048780488,0.0,656.0,normal
EIF1865,2117,508,527.9688238072745,7,53.0,0.0,0.0,0.0,606.1509433962265,0.0,712.0,normal
EIH0064,2110,505,529.9625592417061,6,49.0,0.0,0.0,0.0,674.0204081632653,0.0,712.0,normal
EIR1046,2379,630,551.0748213535098,7,653.0,0.0,0.0,0.0,626.1944869831547,0.0,3335.0,normal
EIY2749,2104,694,501.7029467680608,7,2785.0,940.0,1594.0,2534.0,508.5662477558348,2101.0,712.0,anomaly
EJB1263,2097,474,556.2074391988555,7,49.0,0.0,0.0,0.0,596.2244897959183,0.0,712.0,normal
EJG0833,698,206,527.0988538681949,6,13.0,0.0,0.0,0.0,578.4615384615385,0.0,716.0,normal
EJG1655,3509,450,601.6147050441722,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
EJH2799,231,48,546.038961038961,7,1020.0,353.0,563.0,916.0,566.1813725490196,833.0,1031.0,normal
EJL1075,2087,319,543.6698610445616,6,8476.0,2757.0,4914.0,7671.0,555.2692307692307,6142.0,750.0,anomaly
EJM2690,2082,725,545.2675312199808,6,62.0,0.0,0.0,0.0,678.516129032258,0.0,977.0,normal
EJP2315,3494,491,545.1949055523755,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
EJP2975,888,320,532.472972972973,6,279.0,0.0,0.0,0.0,567.6989247311828,0.0,1369.0,normal
EJS1338,2111,732,530.5594504973946,7,1693.0,467.0,458.0,925.0,561.9084465445954,714.0,1180.0,normal
EKB0825,2101,361,526.28843407901,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
EKB3828,700,145,536.5171428571429,6,2.0,0.0,0.0,0.0,770.0,0.0,712.0,normal
EKC3706,226,116,530.6858407079646,6,20.0,0.0,0.0,0.0,693.6,0.0,932.0,normal
EKH0934,702,312,545.1396011396012,7,144.0,0.0,0.0,0.0,633.5833333333334,0.0,984.0,normal
EKH2084,2088,606,508.31130268199234,7,1172.0,203.0,332.0,535.0,497.6962457337884,274.0,1052.0,normal
EKK0503,2077,251,570.1155512758787,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
EKM0863,232,46,538.6508620689655,5,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
EKN3760,692,254,531.0462427745665,6,57.0,0.0,0.0,0.0,411.0877192982456,0.0,976.0,normal
EKS3724,3501,677,535.191088260497,7,21.0,0.0,0.0,0.0,581.1428571428571,0.0,1096.0,normal
EKV3321,235,115,548.2723404255319,6,37.0,0.0,0.0,0.0,624.0540540540541,0.0,712.0,normal
ELB0033,3173,1086,586.7497636306334,7,161.0,0.0,0.0,0.0,664.2111801242236,0.0,1323.0,normal
ELB3697,236,128,533.1313559322034,6,18.0,0.0,0.0,0.0,573.0,0.0,1011.0,normal
ELC1833,2107,317,515.7052681537731,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
